	t	I	Ewe	Cycle
0	0.11718000177643262	7.971021176444992e-08	0.209676131606102	0
1	0.21753000329772476	1.195970895651044e-07	0.21178129315376282	0
2	0.3179250048196991	1.7041244859683502e-07	0.21381190419197083	0
3	0.41832000634167343	2.1824251916768844e-07	0.2158333957195282	0
4	0.5186700078629656	2.650483850175078e-07	0.21783971786499023	0
5	0.6190650093849399	3.124980594293447e-07	0.21985216438770294	0
6	0.719415010906232	3.599947149268701e-07	0.22184516489505768	0
7	0.8198100124282064	4.0796598455017374e-07	0.2238447666168213	0
8	0.9201600139494985	4.576086780616606e-07	0.22583849728107452	0
9	1.0205550154714729	5.091980028737453e-07	0.22785478830337524	0
10	1.120905016992765	5.613416078631417e-07	0.22984686493873596	0
11	1.2213000185147393	6.158200562822458e-07	0.2318621724843979	0
12	1.3216500200360315	6.709744866384426e-07	0.23385877907276154	0
13	1.4220450215580058	7.29733471871441e-07	0.23587773740291595	0
14	1.5224400230799802	7.898570402176119e-07	0.2378973513841629	0
15	1.6227900246012723	8.515035005984828e-07	0.2398899793624878	0
16	1.7231850261232466	9.149302400146553e-07	0.2419114112854004	0
17	1.8235350276445388	9.811301424633712e-07	0.2439105212688446	0
18	1.9239300291665131	1.058269390341593e-06	0.246064230799675	0
19	2.0242800306878053	1.1269993365203845e-06	0.24796812236309052	0
20	2.1246750322097796	1.1991377277809079e-06	0.249960795044899	0
21	2.2250250337310717	1.2754798035530257e-06	0.2519710063934326	0
22	2.325420035253046	1.3530328715205542e-06	0.2539784908294678	0
23	2.4258150367750204	1.4320124819278135e-06	0.25597572326660156	0
24	2.5261650382963126	1.5146080158956465e-06	0.2579731345176697	0
25	2.626560039818287	1.6009100818337174e-06	0.2599784731864929	0
26	2.726910041339579	1.6886041294128518e-06	0.26198357343673706	0
27	2.8273050428615534	1.7796768361222348e-06	0.2639881372451782	0
28	2.9276550443828455	1.872033408290008e-06	0.26598429679870605	0
29	3.02805004590482	1.96859446077724e-06	0.2679930627346039	0
30	3.128400047426112	2.0692609723482747e-06	0.2700009047985077	0
31	3.2287950489480863	2.171153255403624e-06	0.2720102071762085	0
32	3.3291450504693785	2.2767105747334426e-06	0.27401843667030334	0
33	3.429540051991353	2.38435768551426e-06	0.2760178744792938	0
34	3.529935053513327	2.496740535207209e-06	0.2780289649963379	0
35	3.6302850550346193	2.613298420328647e-06	0.28003638982772827	0
36	3.7306800565565936	2.7325115752319107e-06	0.2820475101470947	0
37	3.8310300580778858	2.855213779184851e-06	0.2840611934661865	0
38	3.93142505959986	2.980052613565931e-06	0.28606051206588745	0
39	4.031775061121152	3.1091074106370797e-06	0.28806498646736145	0
40	4.132170062643127	3.244087110942928e-06	0.29007163643836975	0
41	4.232520064164419	3.3825808714027517e-06	0.29208680987358093	0
42	4.332915065686393	3.5232094433013117e-06	0.2940884828567505	0
43	4.433310067208367	3.669772013381589e-06	0.2961004972457886	0
44	4.5336600687296595	3.822038706857711e-06	0.2980976104736328	0
45	4.634055070251634	3.9844885577622335e-06	0.30014359951019287	0
46	4.734405071772926	4.1434554987063166e-06	0.3021533787250519	0
47	4.8348000732949	4.307658400648506e-06	0.30416300892829895	0
48	4.9351500748161925	4.477766651689308e-06	0.30616849660873413	0
49	5.035545076338167	4.651564722735202e-06	0.30817702412605286	0
50	5.135895077859459	4.830035777558805e-06	0.3101740777492523	0
51	5.236290079381433	5.01616614201339e-06	0.31218546628952026	0
52	5.3366400809027255	5.204634817346232e-06	0.31419116258621216	0
53	5.4370350824247	5.398884695750894e-06	0.3161996603012085	0
54	5.537430083946674	5.597536983259488e-06	0.31820160150527954	0
55	5.637780085467966	5.804454303870443e-06	0.3202079236507416	0
56	5.738175086989941	6.015552571625449e-06	0.3222157955169678	0
57	5.838525088511233	6.230728104128502e-06	0.3242213726043701	0
58	5.938920090033207	6.450420642067911e-06	0.3262319564819336	0
59	6.039270091554499	6.676409157080343e-06	0.3282390236854553	0
60	6.139665093076474	6.9042775976413395e-06	0.33024635910987854	0
61	6.240015094597766	7.13817553332774e-06	0.3322576582431793	0
62	6.34041009611974	7.374637789325789e-06	0.33426716923713684	0
63	6.440760097641032	7.612144145241473e-06	0.3362635672092438	0
64	6.5411550991630065	7.856096090108622e-06	0.3382653295993805	0
65	6.641550100684981	8.104075277515221e-06	0.34027016162872314	0
66	6.741900102206273	8.35248465591576e-06	0.3422674238681793	0
67	6.842295103728247	8.610397344455123e-06	0.34428825974464417	0
68	6.9426451052495395	8.863374205247965e-06	0.34629666805267334	0
69	7.043040106771514	9.12158520804951e-06	0.34829196333885193	0
70	7.143390108292806	9.37984532356495e-06	0.35030943155288696	0
71	7.24378510981478	9.634620255383197e-06	0.35230326652526855	0
72	7.344135111336072	9.895559742290061e-06	0.35431796312332153	0
73	7.444530112858047	1.0155069503525738e-05	0.35633039474487305	0
74	7.544880114379339	1.041027280734852e-05	0.3583212196826935	0
75	7.645275115901313	1.065522064891411e-05	0.3602648973464966	0
76	7.745670117423288	1.0926949471468106e-05	0.36236345767974854	0
77	7.84602011894458	1.1194453691132367e-05	0.36439141631126404	0
78	7.946415120466554	1.1444924894021824e-05	0.3664040267467499	0
79	8.046765121987846	1.1689587154251058e-05	0.3684033453464508	0
80	8.14716012350982	1.1940353942918591e-05	0.37042489647865295	0
81	8.247510125031113	1.2174326002423186e-05	0.37242865562438965	0
82	8.347905126553087	1.2412389878591057e-05	0.37443462014198303	0
83	8.44825512807438	1.2646507457247935e-05	0.37644365429878235	0
84	8.548650129596354	1.2867924851889256e-05	0.3784428536891937	0
85	8.649045131118328	1.3091886103211436e-05	0.3804563879966736	0
86	8.74939513263962	1.3303329069458414e-05	0.3824577033519745	0
87	8.849790134161594	1.3515917999029625e-05	0.3844732344150543	0
88	8.950140135682886	1.3723302799917292e-05	0.3865077793598175	0
89	9.05053513720486	1.3919127923145425e-05	0.38851484656333923	0
90	9.150885138726153	1.4105354239291046e-05	0.39051616191864014	0
91	9.251280140248127	1.4284478311310522e-05	0.39252784848213196	0
92	9.35163014176942	1.4458201803790871e-05	0.39452627301216125	0
93	9.452025143291394	1.4622994967794511e-05	0.39653080701828003	0
94	9.552375144812686	1.478328795201378e-05	0.39853230118751526	0
95	9.65277014633466	1.4933729289623443e-05	0.4005473852157593	0
96	9.753165147856635	1.50766773003852e-05	0.4025510549545288	0
97	9.853515149377927	1.5215828170767054e-05	0.4045623242855072	0
98	9.953910150899901	1.5343746781582013e-05	0.4065645635128021	0
99	10.054260152421193	1.5467880075448193e-05	0.4085763394832611	0
100	10.154655153943168	1.5583205822622404e-05	0.4105898439884186	0
101	10.25500515546446	1.5691575754317455e-05	0.4126054346561432	0
102	10.355400156986434	1.5790825273143128e-05	0.4146103262901306	0
103	10.455750158507726	1.588255508977454e-05	0.4166029989719391	0
104	10.5561451600297	1.597524715180043e-05	0.41861778497695923	0
105	10.656495161550993	1.6055466403486207e-05	0.420622318983078	0
106	10.756890163072967	1.6131043594214134e-05	0.422617107629776	0
107	10.857285164594941	1.6198446246562526e-05	0.4246285855770111	0
108	10.957635166116233	1.6256140952464193e-05	0.4266214370727539	0
109	11.058030167638208	1.6330370272044092e-05	0.4286220967769623	0
110	11.1583801691595	1.6403324480052106e-05	0.43063119053840637	0
111	13.366620202636113	0.001548571977764368	0.4703845679759979	0
112	14.069250213287887	-0.009576063603162766	0.4921989440917969	0
113	14.169645214809861	-0.019716832786798477	1.3847416639328003	0
114	14.269995216331154	-0.01950761489570141	1.941213607788086	0
115	14.370390217853128	-0.01908365823328495	2.2476930618286133	0
116	14.47074021937442	-0.018626488745212555	2.3752615451812744	0
117	14.571135220896394	-0.018653571605682373	2.3733081817626953	0
118	14.671485222417687	-0.01859402284026146	2.4182357788085938	0
