	t	I	Ewe	Cycle
0	0.5186700078629656	-3.4531858261743764e-08	-0.1102982759475708	0
1	0.6190650093849399	-1.576380981305192e-08	-0.10848936438560486	0
2	0.719415010906232	1.2559355777597148e-09	-0.10647648572921753	0
3	0.8198100124282064	1.8438129245623713e-08	-0.10446271300315857	0
4	0.9201600139494985	3.4749575661408016e-08	-0.10247247666120529	0
5	1.0205550154714729	5.097039235124612e-08	-0.10047216713428497	0
6	1.120905016992765	6.68711592766158e-08	-0.09848114848136902	0
7	1.2213000185147393	8.338255952367035e-08	-0.09647448360919952	0
8	1.3216500200360315	9.915851251207641e-08	-0.09445808082818985	0
9	1.7231850261232466	-3.107258237378119e-07	-0.08866126835346222	0
10	1.8235350276445388	1.2365782708911865e-07	-0.08389371633529663	0
11	1.9239300291665131	1.1939468436139578e-07	-0.08255217224359512	0
12	2.0242800306878053	1.352079976868481e-07	-0.08053972572088242	0
13	2.1246750322097796	1.5219494287066482e-07	-0.07853347808122635	0
14	2.2250250337310717	1.6812434466828563e-07	-0.07652448117733002	0
15	2.325420035253046	1.8345176044931577e-07	-0.07451874017715454	0
16	2.4257700367743382	1.9951070839852036e-07	-0.0725075826048851	0
17	2.5261650382963126	2.155365024236744e-07	-0.07049612700939178	0
18	2.626560039818287	2.315918123940719e-07	-0.06849486380815506	0
19	2.726910041339579	2.4758509198363754e-07	-0.0664939284324646	0
20	2.8273050428615534	2.631150834986329e-07	-0.06448204815387726	0
21	2.9276550443828455	2.806212933137431e-07	-0.06247730553150177	0
22	3.02805004590482	2.973427797314798e-07	-0.06046067178249359	0
23	3.128400047426112	3.130638503989758e-07	-0.05845417082309723	0
24	3.2287950489480863	3.2943165706456057e-07	-0.05644545704126358	0
25	3.3291450504693785	3.4620813949004514e-07	-0.05443994700908661	0
26	3.429540051991353	3.631378149293596e-07	-0.05244175344705582	0
27	3.529890053512645	3.789859022163e-07	-0.05043353885412216	0
28	3.6302850550346193	3.9535692053505045e-07	-0.04842318594455719	0
29	3.7306800565565936	4.1243595205742167e-07	-0.046429384499788284	0
30	3.8310300580778858	4.276522247437242e-07	-0.04441056028008461	0
31	3.93142505959986	4.4641052454608143e-07	-0.042387183755636215	0
32	4.031775061121152	4.623276197435189e-07	-0.040370214730501175	0
33	4.132170062643127	4.786881504514895e-07	-0.03836457431316376	0
34	4.232520064164419	4.96092752655386e-07	-0.03635537251830101	0
35	4.332915065686393	5.118911872159515e-07	-0.034352857619524	0
36	4.433265067207685	5.289977025313419e-07	-0.03233662620186806	0
37	4.5336600687296595	5.456031431094743e-07	-0.03033606894314289	0
38	4.634010070250952	5.620991601062997e-07	-0.02833748795092106	0
39	4.734405071772926	5.787189820694039e-07	-0.026322433724999428	0
40	4.834755073294218	5.951259822722932e-07	-0.024317575618624687	0
41	4.9351500748161925	6.102144425312872e-07	-0.022317495197057724	0
42	5.035545076338167	6.275533337429806e-07	-0.02029499225318432	0
43	5.135895077859459	6.444925588766637e-07	-0.018284516409039497	0
44	5.236290079381433	6.606911711060093e-07	-0.016278548166155815	0
45	5.3366400809027255	6.758691029062902e-07	-0.01427084393799305	0
46	5.4370350824247	6.927903655196133e-07	-0.01227018516510725	0
47	5.537385083945992	7.08766776824632e-07	-0.010254906490445137	0
48	5.637780085467966	7.238102170958882e-07	-0.008258741348981857	0
49	5.738130086989258	7.397798640340625e-07	-0.006242946721613407	0
50	5.838525088511233	7.561734491901007e-07	-0.004247228614985943	0
51	5.938875090032525	7.719218046986498e-07	-0.0022392133250832558	0
52	6.039270091554499	7.863856694712013e-07	-0.00027592337573878467	0
53	6.139665093076474	8.010709962036344e-07	0.001743087312206626	0
54	6.240015094597766	8.165393978742941e-07	0.0037540807388722897	0
55	6.34041009611974	8.322897997459222e-07	0.005763025488704443	0
56	6.440760097641032	8.470912007396691e-07	0.007781467400491238	0
57	6.641505100684299	9.410697430212167e-07	0.012179836630821228	0
58	6.741900102206273	9.459319016968948e-07	0.013895508833229542	0
59	6.842250103727565	9.612879239284666e-07	0.01589430868625641	0
60	6.9426451052495395	9.740548421177664e-07	0.017908325418829918	0
61	7.042995106770832	9.881606501949136e-07	0.01990818791091442	0
62	7.143390108292806	1.001647660814342e-06	0.02193298749625683	0
63	7.24378510981478	1.0134890544577502e-06	0.023940559476614	0
64	7.344135111336072	1.0271800192640512e-06	0.02593919076025486	0
65	7.444530112858047	1.0396543075330555e-06	0.027949538081884384	0
66	7.544880114379339	1.0513723509575357e-06	0.02996109239757061	0
67	7.645275115901313	1.064353455149103e-06	0.03197119012475014	0
68	7.745625117422605	1.0743705161075923e-06	0.033972229808568954	0
69	7.84602011894458	1.084826863007038e-06	0.03597201779484749	0
70	7.946370120465872	1.095908260140277e-06	0.03797616809606552	0
71	8.046765121987846	1.104951820707356e-06	0.039988256990909576	0
72	8.147115123509138	1.1142871017000289e-06	0.04201377183198929	0
73	8.247510125031113	1.1239270634177956e-06	0.044029977172613144	0
74	8.347905126553087	1.1321611737002968e-06	0.04604021832346916	0
75	8.44825512807438	1.1406086741772015e-06	0.04805567488074303	0
76	8.548650129596354	1.1482892432468361e-06	0.05005741864442825	0
77	8.649000131117646	1.1556217032193672e-06	0.05205988883972168	0
78	8.74939513263962	1.1618445796557353e-06	0.054076943546533585	0
79	8.849745134160912	1.168050857813796e-06	0.05607397109270096	0
80	8.950140135682886	1.1734334748325637e-06	0.058082837611436844	0
81	9.050490137204179	1.1788736173912184e-06	0.060088399797677994	0
82	9.150885138726153	1.1836842759294086e-06	0.06209585815668106	0
83	9.251235140247445	1.189048589367303e-06	0.06411290913820267	0
84	9.35163014176942	1.1939164323848672e-06	0.0661209374666214	0
85	9.452025143291394	1.1980798717559082e-06	0.06812570244073868	0
86	9.552375144812686	1.2005476719423314e-06	0.0701342448592186	0
87	9.65277014633466	1.203861870635592e-06	0.0721474215388298	0
88	9.753120147855952	1.2079544831067324e-06	0.07413845509290695	0
89	9.853515149377927	1.211093490383064e-06	0.07615043967962265	0
90	9.953865150899219	1.2141646266172756e-06	0.07816817611455917	0
91	10.054260152421193	1.2169290357633145e-06	0.08016756922006607	0
92	10.154610153942485	1.2202198149680044e-06	0.0821743756532669	0
93	10.25500515546446	1.222446826432133e-06	0.08416353911161423	0
94	10.355355156985752	1.2251388170625432e-06	0.08616713434457779	0
95	10.455750158507726	1.228652649842843e-06	0.08818230777978897	0
96	10.556100160029018	1.231443548022071e-06	0.0901917815208435	0
97	10.656495161550993	1.2346559969955706e-06	0.09220032393932343	0
98	10.756890163072967	1.2380413636492449e-06	0.09419865161180496	0
99	10.85724016459426	1.240057940776751e-06	0.09620419889688492	0
100	10.957635166116233	1.2441774970284314e-06	0.09822174161672592	0
101	11.057985167637526	1.246755346073769e-06	0.10023234784603119	0
102	11.1583801691595	1.2503362540883245e-06	0.10223448276519775	0
103	11.258730170680792	1.2539948102130438e-06	0.10423634946346283	0
104	11.359125172202766	1.2583902844198747e-06	0.1062457263469696	0
